f_frame_counter_left_camera,CAN_S_Gaze_ROI,MS_S_Gaze_ROI_X_Raw,MS_S_Gaze_ROI_Y_Raw,MS_S_Head_rot_X,MS_S_Head_rot_Y,MS_S_Head_rot_Z,HSVL_MS_S_Head_Pos_Veh_X,HSVL_MS_S_Head_Pos_Veh_Y,HSVL_MS_S_Head_Pos_Veh_Z,MS_S_Gaze_LE_Center_X,MS_S_Gaze_LE_Center_Y,MS_S_Gaze_LE_Center_Z,MS_S_Gaze_LE_VA_rot_X,MS_S_Gaze_LE_VA_rot_Y,MS_S_Gaze_LE_VA_rot_Z,MS_S_Gaze_RE_Center_X,MS_S_Gaze_RE_Center_Y,MS_S_Gaze_RE_Center_Z,MS_S_Gaze_RE_VA_rot_X,MS_S_Gaze_RE_VA_rot_Y,MS_S_Gaze_RE_VA_rot_Z,MS_S_Gaze_rot_X,MS_S_Gaze_rot_Y,MS_S_Gaze_rot_Z,headDir_X_L,headDir_Y_L,headDir_Z_L,headDir_X_R,headDir_Y_R,headDir_Z_R,headDir_X_mid,headDir_Y_mid,headDir_Z_mid,Rot_headDir_X_mid,Rot_headDir_Y_mid,Rot_headDir_Z_mid,roi_idx_h,roi_name_h,roi_X,roi_Y,intersect_x_h,intersect_y_h,intersect_z_h
47758.0000,3.0000,42.0000,48.0000,1.8000,-5.7000,0.6000,1493.0000,-420.0000,861.0000,1489.0000,-451.0000,862.0000,0.0000,-13.9000,-1.3000,1490.0000,-390.0000,866.0000,0.0000,-13.9000,-1.3000,0.0000,-13.9451,-1.3396,0.9897,-0.0120,0.1426,0.9897,-0.0120,0.1426,0.9896,-0.0127,0.1434,-0.0000,-8.2443,-0.7364,3, /Windshield  Driver ,43,58,888.7186,-412.2333,773.4373
47759.0000,3.0000,42.0000,48.0000,1.9000,-5.6000,0.8000,1493.0000,-421.0000,861.0000,1490.0000,-452.0000,863.0000,0.0000,-13.3000,-1.7000,1490.0000,-390.0000,866.0000,0.0000,-13.3000,-1.7000,0.0000,-13.2719,-1.6547,0.9909,-0.0155,0.1340,0.9909,-0.0155,0.1340,0.9909,-0.0147,0.1335,-0.0000,-7.6707,-0.8513,3, /Windshield  Driver ,43,56,901.9472,-412.2172,781.3859
47760.0000,3.0000,42.0000,49.0000,2.0000,-5.6000,0.7000,1493.0000,-421.0000,861.0000,1490.0000,-452.0000,863.0000,0.0000,-11.9000,-1.8000,1490.0000,-390.0000,866.0000,0.0000,-11.9000,-1.8000,0.0000,-11.8615,-1.7924,0.9938,-0.0191,0.1097,0.9938,-0.0191,0.1097,0.9939,-0.0189,0.1091,-0.0000,-6.2606,-1.0916,3, /Windshield  Driver ,43,50,932.0020,-410.3110,799.4447
47761.0000,3.0000,42.0000,49.0000,2.0000,-5.7000,0.6000,1492.0000,-421.0000,861.0000,1490.0000,-452.0000,863.0000,0.0000,-10.2000,-1.7000,1489.0000,-390.0000,866.0000,0.0000,-10.2000,-1.7000,0.0000,-10.2087,-1.7405,0.9967,-0.0192,0.0784,0.9967,-0.0192,0.0784,0.9967,-0.0199,0.0786,-0.0000,-4.5081,-1.1416,3, /Windshield  Driver ,43,45,965.3234,-410.5050,819.4664
47762.0000,3.0000,42.0000,50.0000,2.0000,-5.8000,0.4000,1492.0000,-421.0000,861.0000,1490.0000,-452.0000,863.0000,0.0000,-9.0000,-1.6000,1489.0000,-390.0000,866.0000,0.0000,-9.0000,-1.6000,0.0000,-8.9763,-1.6109,0.9982,-0.0209,0.0558,0.9982,-0.0209,0.0558,0.9982,-0.0211,0.0554,-0.0000,-3.1761,-1.2124,3, /Windshield  Driver ,43,41,987.8802,-410.3314,833.0199
47763.0000,3.0000,42.0000,50.0000,1.9000,-5.8000,0.3000,1493.0000,-421.0000,861.0000,1490.0000,-452.0000,863.0000,0.0000,-8.3000,-1.5000,1489.0000,-390.0000,866.0000,0.0000,-8.3000,-1.5000,0.0000,-8.3446,-1.4615,0.9988,-0.0209,0.0436,0.9988,-0.0209,0.0436,0.9988,-0.0203,0.0444,-0.0000,-2.5445,-1.1627,3, /Windshield  Driver ,43,39,997.8156,-410.9498,838.9897
47764.0000,3.0000,42.0000,51.0000,1.8000,-5.9000,0.3000,1493.0000,-421.0000,862.0000,1490.0000,-451.0000,863.0000,0.0000,-8.1000,-1.3000,1489.0000,-390.0000,866.0000,0.0000,-8.1000,-1.3000,0.0000,-8.1470,-1.3241,0.9991,-0.0175,0.0384,0.9991,-0.0175,0.0384,0.9991,-0.0179,0.0392,-0.0000,-2.2469,-1.0255,3, /Windshield  Driver ,43,38,1004.1863,-412.2502,842.8176
47765.0000,3.0000,42.0000,51.0000,1.7000,-6.0000,0.3000,1493.0000,-420.0000,862.0000,1490.0000,-451.0000,863.0000,0.0000,-8.1000,-1.2000,1489.0000,-390.0000,866.0000,0.0000,-8.1000,-1.2000,0.0000,-8.1473,-1.2014,0.9992,-0.0157,0.0366,0.9992,-0.0157,0.0366,0.9992,-0.0157,0.0375,-0.0000,-2.1471,-0.9028,3, /Windshield  Driver ,43,38,1005.7010,-412.3209,843.7278
47766.0000,3.0000,42.0000,51.0000,1.6000,-6.1000,0.3000,1493.0000,-420.0000,862.0000,1490.0000,-450.0000,863.0000,0.0000,-8.2000,-1.1000,1489.0000,-389.0000,865.0000,0.0000,-8.2000,-1.1000,0.0000,-8.2118,-1.0753,0.9992,-0.0140,0.0366,0.9992,-0.0140,0.0366,0.9992,-0.0135,0.0368,-0.0000,-2.1117,-0.7768,3, /Windshield  Driver ,42,37,1006.2368,-413.3998,844.0497
47767.0000,3.0000,42.0000,51.0000,1.5000,-6.1000,0.2000,1493.0000,-419.0000,862.0000,1490.0000,-450.0000,863.0000,0.0000,-8.3000,-1.0000,1488.0000,-389.0000,865.0000,0.0000,-8.3000,-1.0000,0.0000,-8.3071,-0.9728,0.9992,-0.0140,0.0384,0.9992,-0.0140,0.0384,0.9992,-0.0135,0.0385,-0.0000,-2.2071,-0.7738,3, /Windshield  Driver ,43,38,1004.7943,-412.4062,843.1830
47768.0000,3.0000,43.0000,50.0000,1.4000,-6.2000,0.2000,1493.0000,-419.0000,862.0000,1490.0000,-450.0000,863.0000,0.0000,-8.4000,-0.9000,1488.0000,-388.0000,865.0000,0.0000,-8.4000,-0.9000,0.0000,-8.4219,-0.9322,0.9992,-0.0122,0.0384,0.9992,-0.0122,0.0384,0.9992,-0.0128,0.0388,-0.0000,-2.2219,-0.7333,3, /Windshield  Driver ,43,38,1004.5701,-412.7489,843.0483
47769.0000,3.0000,43.0000,51.0000,1.2000,-6.4000,0.2000,1493.0000,-419.0000,862.0000,1490.0000,-449.0000,863.0000,0.0000,-8.5000,-1.0000,1488.0000,-388.0000,865.0000,0.0000,-8.5000,-1.0000,0.0000,-8.4974,-0.9861,0.9992,-0.0140,0.0366,0.9992,-0.0140,0.0366,0.9992,-0.0137,0.0366,-0.0000,-2.0974,-0.7872,3, /Windshield  Driver ,43,37,1006.4532,-412.3148,844.1798
47770.0000,3.0000,43.0000,51.0000,1.1000,-6.6000,0.1000,1492.0000,-418.0000,862.0000,1489.0000,-449.0000,863.0000,0.0000,-8.5000,-1.1000,1488.0000,-388.0000,865.0000,0.0000,-8.5000,-1.1000,0.0000,-8.5422,-1.0911,0.9993,-0.0175,0.0332,0.9993,-0.0175,0.0332,0.9993,-0.0173,0.0339,-0.0000,-1.9422,-0.9917,3, /Windshield  Driver ,43,37,1008.8395,-409.6363,845.6136
47771.0000,3.0000,43.0000,51.0000,1.0000,-6.7000,0.0000,1492.0000,-418.0000,862.0000,1489.0000,-449.0000,863.0000,0.0000,-8.6000,-1.2000,1488.0000,-388.0000,866.0000,0.0000,-8.6000,-1.2000,0.0000,-8.5870,-1.1840,0.9992,-0.0209,0.0332,0.9992,-0.0209,0.0332,0.9992,-0.0207,0.0329,-0.0000,-1.8870,-1.1840,3, /Windshield  Driver ,43,37,1009.6570,-408.0313,846.1048
47772.0000,3.0000,43.0000,51.0000,1.0000,-6.9000,-0.1000,1492.0000,-418.0000,862.0000,1489.0000,-449.0000,864.0000,0.0000,-8.6000,-1.2000,1488.0000,-387.0000,866.0000,0.0000,-8.6000,-1.2000,0.0000,-8.6298,-1.2362,0.9993,-0.0227,0.0297,0.9993,-0.0227,0.0297,0.9993,-0.0233,0.0302,-0.0000,-1.7298,-1.3356,3, /Windshield  Driver ,43,36,1011.9784,-406.8087,847.4997
47773.0000,3.0000,43.0000,51.0000,0.9000,-7.0000,0.0000,1492.0000,-418.0000,862.0000,1489.0000,-449.0000,864.0000,0.0000,-8.6000,-1.3000,1488.0000,-387.0000,866.0000,0.0000,-8.6000,-1.3000,0.0000,-8.6311,-1.2782,0.9994,-0.0227,0.0279,0.9994,-0.0227,0.0279,0.9993,-0.0223,0.0285,-0.0000,-1.6311,-1.2782,3, /Windshield  Driver ,43,36,1013.4246,-407.3216,848.3686
47774.0000,3.0000,43.0000,51.0000,0.8000,-7.0000,0.2000,1492.0000,-417.0000,862.0000,1489.0000,-448.0000,864.0000,0.0000,-8.6000,-1.3000,1488.0000,-387.0000,866.0000,0.0000,-8.6000,-1.3000,0.0000,-8.5996,-1.3175,0.9994,-0.0192,0.0279,0.9994,-0.0192,0.0279,0.9994,-0.0195,0.0279,-0.0000,-1.5996,-1.1189,3, /Windshield  Driver ,43,36,1013.8860,-407.6616,848.6459
47775.0000,3.0000,43.0000,51.0000,0.8000,-6.9000,0.2000,1493.0000,-417.0000,863.0000,1490.0000,-448.0000,864.0000,0.0000,-8.6000,-1.4000,1488.0000,-387.0000,866.0000,0.0000,-8.6000,-1.4000,0.0000,-8.6077,-1.3778,0.9993,-0.0210,0.0297,0.9993,-0.0210,0.0297,0.9993,-0.0206,0.0298,-0.0000,-1.7076,-1.1792,3, /Windshield  Driver ,43,36,1014.0044,-407.1407,848.7170
47776.0000,3.0000,43.0000,51.0000,0.8000,-6.7000,0.2000,1492.0000,-417.0000,862.0000,1490.0000,-448.0000,864.0000,0.0000,-8.6000,-1.4000,1489.0000,-387.0000,866.0000,0.0000,-8.6000,-1.4000,0.0000,-8.6364,-1.4305,0.9992,-0.0210,0.0332,0.9992,-0.0210,0.0332,0.9992,-0.0215,0.0338,-0.0000,-1.9363,-1.2318,3, /Windshield  Driver ,43,37,1008.9236,-406.6127,845.6641
47777.0000,3.0000,43.0000,51.0000,0.8000,-6.5000,0.2000,1492.0000,-417.0000,862.0000,1490.0000,-448.0000,864.0000,0.0000,-8.6000,-1.4000,1489.0000,-387.0000,866.0000,0.0000,-8.6000,-1.4000,0.0000,-8.6350,-1.4399,0.9991,-0.0209,0.0366,0.9991,-0.0209,0.0366,0.9991,-0.0216,0.0373,-0.0000,-2.1349,-1.2410,3, /Windshield  Driver ,43,38,1005.9481,-406.4704,843.8763
47778.0000,3.0000,43.0000,51.0000,0.8000,-6.3000,0.1000,1492.0000,-417.0000,862.0000,1490.0000,-448.0000,864.0000,0.0000,-8.6000,-1.4000,1489.0000,-387.0000,866.0000,0.0000,-8.6000,-1.4000,0.0000,-8.6111,-1.3987,0.9989,-0.0227,0.0401,0.9989,-0.0227,0.0401,0.9989,-0.0227,0.0403,-0.0000,-2.3111,-1.2992,3, /Windshield  Driver ,43,38,1003.2769,-405.9162,842.2712
47779.0000,3.0000,43.0000,52.0000,0.8000,-6.1000,0.1000,1492.0000,-417.0000,862.0000,1490.0000,-448.0000,864.0000,0.0000,-8.6000,-1.3000,1489.0000,-387.0000,866.0000,0.0000,-8.6000,-1.3000,0.0000,-8.6077,-1.3129,0.9988,-0.0209,0.0436,0.9988,-0.0209,0.0436,0.9988,-0.0212,0.0438,-0.0000,-2.5076,-1.2133,3, /Windshield  Driver ,43,39,1000.2620,-406.5849,840.4597
47780.0000,3.0000,43.0000,51.0000,0.9000,-5.9000,0.1000,1493.0000,-417.0000,862.0000,1491.0000,-448.0000,864.0000,0.0000,-8.7000,-1.2000,1490.0000,-387.0000,866.0000,0.0000,-8.7000,-1.2000,0.0000,-8.6533,-1.2404,0.9986,-0.0192,0.0488,0.9986,-0.0192,0.0488,0.9986,-0.0199,0.0480,-0.0000,-2.7533,-1.1408,3, /Windshield  Driver ,43,39,996.3536,-407.1097,838.1113
47781.0000,3.0000,43.0000,54.0000,0.9000,-5.7000,0.0000,1493.0000,-417.0000,862.0000,1491.0000,-448.0000,864.0000,0.0000,-8.7000,-1.2000,1490.0000,-387.0000,866.0000,0.0000,-8.7000,-1.2000,0.0000,-8.6964,-1.2289,0.9984,-0.0209,0.0523,0.9984,-0.0209,0.0523,0.9984,-0.0214,0.0523,-0.0000,-2.9964,-1.2289,3, /Windshield  Driver ,43,40,992.4985,-406.2631,835.7949
47782.0000,3.0000,42.0000,55.0000,0.9000,-5.7000,-0.1000,1493.0000,-417.0000,862.0000,1491.0000,-448.0000,864.0000,0.0000,-8.7000,-1.3000,1490.0000,-387.0000,866.0000,0.0000,-8.7000,-1.3000,0.0000,-8.7237,-1.2511,0.9983,-0.0244,0.0523,0.9983,-0.0244,0.0523,0.9983,-0.0235,0.0527,-0.0000,-3.0237,-1.3507,3, /Windshield  Driver ,43,40,992.0608,-405.1886,835.5319
47783.0000,3.0000,42.0000,55.0000,0.9000,-5.8000,0.0000,1493.0000,-417.0000,863.0000,1491.0000,-448.0000,864.0000,0.0000,-8.8000,-1.3000,1490.0000,-387.0000,866.0000,0.0000,-8.8000,-1.3000,0.0000,-8.7576,-1.2829,0.9984,-0.0227,0.0523,0.9984,-0.0227,0.0523,0.9984,-0.0224,0.0516,-0.0000,-2.9576,-1.2829,3, /Windshield  Driver ,43,39,994.9388,-405.8461,837.2612
47784.0000,3.0000,43.0000,70.0000,0.8000,-5.8000,0.1000,1494.0000,-417.0000,863.0000,1491.0000,-447.0000,864.0000,0.0000,-8.8000,-1.6000,1490.0000,-386.0000,866.0000,0.0000,-8.8000,-1.6000,0.0000,-8.7658,-1.6021,0.9983,-0.0261,0.0523,0.9983,-0.0261,0.0523,0.9983,-0.0262,0.0517,-0.0000,-2.9658,-1.5025,3, /Windshield  Driver ,44,39,994.7086,-403.9036,837.1229
47785.0000,3.0000,43.0000,73.0000,0.8000,-5.9000,0.1000,1494.0000,-417.0000,863.0000,1491.0000,-447.0000,864.0000,0.0000,-8.8000,-2.3000,1491.0000,-386.0000,866.0000,0.0000,-8.8000,-2.3000,0.0000,-8.7846,-2.3332,0.9980,-0.0383,0.0506,0.9980,-0.0383,0.0506,0.9980,-0.0389,0.0503,-0.0000,-2.8846,-2.2336,3, /Windshield  Driver ,44,39,995.9802,-397.5752,837.8869
47786.0000,3.0000,43.0000,69.0000,0.7000,-6.0000,0.1000,1494.0000,-417.0000,863.0000,1491.0000,-447.0000,865.0000,0.0000,-8.8000,-3.2000,1491.0000,-386.0000,866.0000,0.0000,-8.8000,-3.2000,0.0000,-8.7920,-3.1842,0.9973,-0.0540,0.0488,0.9973,-0.0540,0.0488,0.9974,-0.0537,0.0487,-0.0000,-2.7920,-3.0846,3, /Windshield  Driver ,45,39,997.4115,-390.2395,838.7470
47787.0000,3.0000,43.0000,62.0000,0.8000,-6.0000,-0.1000,1495.0000,-417.0000,863.0000,1491.0000,-447.0000,864.0000,0.0000,-8.8000,-3.9000,1491.0000,-386.0000,866.0000,0.0000,-8.8000,-3.9000,0.0000,-8.7985,-3.8901,0.9964,-0.0697,0.0488,0.9964,-0.0697,0.0488,0.9964,-0.0695,0.0488,-0.0000,-2.7985,-3.9896,3, /Windshield  Driver ,46,39,997.1775,-382.2794,838.6063
47788.0000,3.0000,43.0000,55.0000,0.8000,-6.1000,-0.2000,1495.0000,-417.0000,863.0000,1491.0000,-447.0000,865.0000,0.0000,-8.8000,-4.3000,1491.0000,-386.0000,866.0000,0.0000,-8.8000,-4.3000,0.0000,-8.7841,-4.3450,0.9958,-0.0784,0.0471,0.9958,-0.0784,0.0471,0.9958,-0.0791,0.0468,-0.0000,-2.6841,-4.5441,3, /Windshield  Driver ,46,39,998.9510,-377.5756,839.6720
47789.0000,3.0000,43.0000,50.0000,0.8000,-6.1000,-0.3000,1495.0000,-417.0000,863.0000,1491.0000,-447.0000,864.0000,0.0000,-8.8000,-4.6000,1490.0000,-386.0000,866.0000,0.0000,-8.8000,-4.6000,0.0000,-8.7644,-4.6436,0.9952,-0.0853,0.0471,0.9952,-0.0853,0.0471,0.9952,-0.0861,0.0465,-0.0000,-2.6642,-4.9423,3, /Windshield  Driver ,47,39,999.2381,-374.1298,839.8445
47790.0000,3.0000,43.0000,47.0000,0.8000,-6.1000,-0.3000,1495.0000,-417.0000,864.0000,1491.0000,-447.0000,865.0000,0.0000,-8.8000,-4.9000,1490.0000,-385.0000,866.0000,0.0000,-8.8000,-4.9000,0.0000,-8.7708,-4.8718,0.9948,-0.0905,0.0471,0.9948,-0.0905,0.0471,0.9948,-0.0900,0.0466,-0.0000,-2.6707,-5.1704,3, /Windshield  Driver ,47,38,1000.9270,-372.2928,840.8593
47791.0000,3.0000,42.0000,46.0000,0.8000,-6.1000,-0.4000,1495.0000,-417.0000,864.0000,1490.0000,-447.0000,864.0000,0.0000,-8.8000,-5.1000,1490.0000,-386.0000,866.0000,0.0000,-8.8000,-5.1000,0.0000,-8.7814,-5.0647,0.9943,-0.0957,0.0471,0.9943,-0.0957,0.0471,0.9944,-0.0951,0.0468,-0.0000,-2.6812,-5.4629,3, /Windshield  Driver ,47,38,1000.7420,-369.7314,840.7481
47792.0000,3.0000,42.0000,46.0000,0.8000,-6.0000,-0.4000,1495.0000,-417.0000,863.0000,1490.0000,-447.0000,864.0000,0.0000,-8.8000,-5.2000,1490.0000,-386.0000,866.0000,0.0000,-8.8000,-5.2000,0.0000,-8.7770,-5.2098,0.9940,-0.0974,0.0488,0.9940,-0.0974,0.0488,0.9940,-0.0976,0.0484,-0.0000,-2.7768,-5.6080,3, /Windshield  Driver ,47,39,997.4160,-368.1410,838.7497
47793.0000,3.0000,42.0000,46.0000,0.8000,-5.9000,-0.3000,1494.0000,-417.0000,863.0000,1490.0000,-447.0000,864.0000,0.0000,-8.8000,-5.3000,1489.0000,-386.0000,866.0000,0.0000,-8.8000,-5.3000,0.0000,-8.8051,-5.2809,0.9940,-0.0974,0.0506,0.9940,-0.0974,0.0506,0.9940,-0.0971,0.0507,-0.0000,-2.9050,-5.5797,3, /Windshield  Driver ,47,39,995.4724,-368.2976,837.5818
47794.0000,3.0000,42.0000,47.0000,0.9000,-5.8000,-0.3000,1494.0000,-417.0000,863.0000,1489.0000,-447.0000,864.0000,0.0000,-8.9000,-5.3000,1489.0000,-386.0000,866.0000,0.0000,-8.9000,-5.3000,0.0000,-8.8844,-5.2841,0.9938,-0.0974,0.0541,0.9938,-0.0974,0.0541,0.9938,-0.0971,0.0538,-0.0000,-3.0843,-5.5830,3, /Windshield  Driver ,48,40,992.5970,-367.9874,835.8541
47795.0000,3.0000,42.0000,48.0000,0.9000,-5.7000,-0.4000,1493.0000,-417.0000,863.0000,1489.0000,-448.0000,864.0000,0.0000,-8.9000,-5.3000,1489.0000,-386.0000,866.0000,0.0000,-8.9000,-5.3000,0.0000,-8.9265,-5.3044,0.9935,-0.0991,0.0558,0.9935,-0.0991,0.0558,0.9935,-0.0992,0.0563,-0.0000,-3.2263,-5.7030,3, /Windshield  Driver ,48,40,990.3893,-366.8060,834.5276
47796.0000,3.0000,42.0000,48.0000,1.0000,-5.7000,-0.4000,1493.0000,-417.0000,863.0000,1489.0000,-448.0000,864.0000,0.0000,-8.9000,-5.3000,1488.0000,-386.0000,866.0000,0.0000,-8.9000,-5.3000,0.0000,-8.8845,-5.3317,0.9935,-0.0991,0.0558,0.9935,-0.0991,0.0558,0.9935,-0.0997,0.0555,-0.0000,-3.1843,-5.7303,3, /Windshield  Driver ,48,40,991.0677,-366.6322,834.9352
47797.0000,3.0000,43.0000,49.0000,1.1000,-5.8000,-0.4000,1492.0000,-417.0000,863.0000,1488.0000,-448.0000,864.0000,0.0000,-8.8000,-5.3000,1488.0000,-386.0000,866.0000,0.0000,-8.8000,-5.3000,0.0000,-8.8436,-5.3286,0.9937,-0.0992,0.0523,0.9937,-0.0992,0.0523,0.9936,-0.0997,0.0531,-0.0000,-3.0434,-5.7272,3, /Windshield  Driver ,48,40,993.4386,-366.9983,836.3598
47798.0000,3.0000,43.0000,49.0000,1.1000,-5.9000,-0.3000,1492.0000,-417.0000,863.0000,1488.0000,-448.0000,864.0000,0.0000,-8.8000,-5.3000,1487.0000,-386.0000,865.0000,0.0000,-8.8000,-5.3000,0.0000,-8.8345,-5.2880,0.9940,-0.0974,0.0506,0.9940,-0.0974,0.0506,0.9939,-0.0972,0.0512,-0.0000,-2.9343,-5.5868,3, /Windshield  Driver ,47,39,995.1909,-368.4026,837.4126
47799.0000,3.0000,43.0000,50.0000,1.1000,-6.0000,-0.2000,1492.0000,-418.0000,863.0000,1487.0000,-448.0000,863.0000,0.0000,-8.8000,-5.2000,1487.0000,-386.0000,865.0000,0.0000,-8.8000,-5.2000,0.0000,-8.8378,-5.2400,0.9944,-0.0940,0.0488,0.9944,-0.0940,0.0488,0.9943,-0.0947,0.0495,-0.0000,-2.8377,-5.4391,3, /Windshield  Driver ,47,39,996.7335,-370.8422,838.3395
47800.0000,3.0000,43.0000,50.0000,1.0000,-6.2000,-0.3000,1491.0000,-418.0000,862.0000,1487.0000,-448.0000,863.0000,0.0000,-8.8000,-5.2000,1486.0000,-386.0000,865.0000,0.0000,-8.8000,-5.2000,0.0000,-8.8400,-5.2349,0.9944,-0.0957,0.0454,0.9944,-0.0957,0.0454,0.9943,-0.0963,0.0461,-0.0000,-2.6398,-5.5335,3, /Windshield  Driver ,47,39,998.1127,-370.2499,839.1683
47801.0000,3.0000,43.0000,50.0000,1.0000,-6.4000,-0.4000,1491.0000,-418.0000,862.0000,1486.0000,-448.0000,863.0000,0.0000,-8.8000,-5.2000,1486.0000,-386.0000,865.0000,0.0000,-8.8000,-5.2000,0.0000,-8.8388,-5.2491,0.9944,-0.0975,0.0419,0.9944,-0.0975,0.0419,0.9942,-0.0983,0.0425,-0.0000,-2.4386,-5.6470,3, /Windshield  Driver ,47,38,1001.2287,-369.5718,841.0406
47802.0000,3.0000,43.0000,51.0000,1.0000,-6.5000,-0.5000,1490.0000,-417.0000,862.0000,1486.0000,-448.0000,863.0000,0.0000,-8.9000,-5.0000,1485.0000,-387.0000,865.0000,0.0000,-8.9000,-5.0000,0.0000,-8.8767,-5.0344,0.9945,-0.0957,0.0419,0.9945,-0.0957,0.0419,0.9945,-0.0963,0.0415,-0.0000,-2.3764,-5.5316,3, /Windshield  Driver ,47,38,1002.2674,-369.7649,841.6647
47803.0000,3.0000,43.0000,51.0000,1.1000,-6.5000,-0.5000,1489.0000,-417.0000,862.0000,1485.0000,-448.0000,863.0000,0.0000,-8.9000,-4.3000,1485.0000,-387.0000,865.0000,0.0000,-8.9000,-4.3000,0.0000,-8.9009,-4.3094,0.9956,-0.0836,0.0419,0.9956,-0.0836,0.0419,0.9956,-0.0837,0.0419,-0.0000,-2.4005,-4.8067,3, /Windshield  Driver ,47,38,1002.0143,-376.0496,841.5126
47804.0000,3.0000,43.0000,51.0000,1.1000,-6.6000,-0.6000,1489.0000,-417.0000,862.0000,1485.0000,-449.0000,863.0000,0.0000,-8.9000,-3.2000,1485.0000,-387.0000,865.0000,0.0000,-8.9000,-3.2000,0.0000,-8.8780,-3.2427,0.9970,-0.0662,0.0401,0.9970,-0.0662,0.0401,0.9970,-0.0669,0.0397,-0.0000,-2.2776,-3.8392,3, /Windshield  Driver ,46,38,1003.9313,-384.4484,842.6645
47805.0000,3.0000,43.0000,51.0000,1.1000,-6.8000,-0.7000,1488.0000,-418.0000,862.0000,1485.0000,-449.0000,863.0000,0.0000,-8.8000,-2.2000,1484.0000,-387.0000,865.0000,0.0000,-8.8000,-2.2000,0.0000,-8.7966,-2.2109,0.9981,-0.0505,0.0349,0.9981,-0.0505,0.0349,0.9981,-0.0507,0.0348,-0.0000,-1.9960,-2.9064,3, /Windshield  Driver ,45,37,1008.2492,-393.6428,845.2589
47806.0000,3.0000,43.0000,51.0000,1.1000,-6.8000,-0.7000,1488.0000,-417.0000,861.0000,1485.0000,-448.0000,863.0000,0.0000,-8.7000,-1.5000,1484.0000,-387.0000,865.0000,0.0000,-8.7000,-1.5000,0.0000,-8.6994,-1.4677,0.9987,-0.0383,0.0331,0.9987,-0.0383,0.0331,0.9987,-0.0377,0.0331,-0.0000,-1.8988,-2.1631,3, /Windshield  Driver ,44,37,1007.9406,-398.8675,845.0735
47807.0000,3.0000,43.0000,51.0000,1.1000,-6.9000,-0.6000,1487.0000,-417.0000,861.0000,1484.0000,-448.0000,863.0000,0.0000,-8.6000,-1.0000,1484.0000,-387.0000,865.0000,0.0000,-8.6000,-1.0000,0.0000,-8.5618,-0.9888,0.9992,-0.0278,0.0297,0.9992,-0.0278,0.0297,0.9992,-0.0276,0.0290,-0.0000,-1.6613,-1.5847,3, /Windshield  Driver ,44,37,1011.4847,-403.8450,847.2030
47808.0000,3.0000,43.0000,51.0000,1.1000,-7.0000,-0.6000,1487.0000,-417.0000,861.0000,1484.0000,-448.0000,863.0000,0.0000,-8.4000,-0.7000,1484.0000,-387.0000,865.0000,0.0000,-8.4000,-0.7000,0.0000,-8.3706,-0.6711,0.9994,-0.0226,0.0244,0.9994,-0.0226,0.0244,0.9995,-0.0221,0.0239,-0.0000,-1.3701,-1.2668,3, /Windshield  Driver ,43,36,1015.6809,-406.5777,849.7243
47809.0000,3.0000,43.0000,51.0000,1.1000,-7.1000,-0.5000,1487.0000,-417.0000,861.0000,1484.0000,-448.0000,862.0000,0.0000,-8.2000,-0.4000,1483.0000,-387.0000,865.0000,0.0000,-8.2000,-0.4000,0.0000,-8.2077,-0.4459,0.9997,-0.0156,0.0192,0.9997,-0.0156,0.0192,0.9997,-0.0164,0.0193,-0.0000,-1.1074,-0.9421,3, /Windshield  Driver ,43,35,1019.4021,-409.3106,851.9603
47810.0000,3.0000,43.0000,51.0000,1.1000,-7.2000,-0.5000,1487.0000,-417.0000,861.0000,1483.0000,-448.0000,862.0000,0.0000,-8.1000,-0.3000,1483.0000,-386.0000,864.0000,0.0000,-8.1000,-0.3000,0.0000,-8.1425,-0.3097,0.9998,-0.0139,0.0157,0.9998,-0.0139,0.0157,0.9998,-0.0141,0.0164,-0.0000,-0.9422,-0.8058,3, /Windshield  Driver ,43,35,1021.7096,-410.4557,853.3468
47811.0000,3.0000,43.0000,51.0000,1.0000,-7.2000,-0.5000,1487.0000,-417.0000,861.0000,1483.0000,-448.0000,862.0000,0.0000,-8.2000,-0.2000,1483.0000,-386.0000,864.0000,0.0000,-8.2000,-0.2000,0.0000,-8.2251,-0.2334,0.9998,-0.0121,0.0174,0.9998,-0.0121,0.0174,0.9998,-0.0127,0.0179,-0.0000,-1.0247,-0.7295,3, /Windshield  Driver ,43,35,1020.5600,-411.0608,852.6560
47812.0000,3.0000,44.0000,51.0000,1.0000,-7.3000,-0.6000,1486.0000,-417.0000,861.0000,1483.0000,-447.0000,862.0000,0.0000,-8.4000,-0.2000,1483.0000,-386.0000,864.0000,0.0000,-8.4000,-0.2000,0.0000,-8.3678,-0.1649,0.9997,-0.0139,0.0192,0.9997,-0.0139,0.0192,0.9997,-0.0133,0.0186,-0.0000,-1.0673,-0.7601,3, /Windshield  Driver ,43,35,1019.9966,-410.8173,852.3175
