f_frame_counter_left_camera,CAN_S_Gaze_ROI,MS_S_Gaze_ROI_X_Raw,MS_S_Gaze_ROI_Y_Raw,MS_S_Head_rot_X,MS_S_Head_rot_Y,MS_S_Head_rot_Z,HSVL_MS_S_Head_Pos_Veh_X,HSVL_MS_S_Head_Pos_Veh_Y,HSVL_MS_S_Head_Pos_Veh_Z,MS_S_Gaze_LE_Center_X,MS_S_Gaze_LE_Center_Y,MS_S_Gaze_LE_Center_Z,MS_S_Gaze_LE_VA_rot_X,MS_S_Gaze_LE_VA_rot_Y,MS_S_Gaze_LE_VA_rot_Z,MS_S_Gaze_RE_Center_X,MS_S_Gaze_RE_Center_Y,MS_S_Gaze_RE_Center_Z,MS_S_Gaze_RE_VA_rot_X,MS_S_Gaze_RE_VA_rot_Y,MS_S_Gaze_RE_VA_rot_Z,MS_S_Gaze_rot_X,MS_S_Gaze_rot_Y,MS_S_Gaze_rot_Z,headDir_X_L,headDir_Y_L,headDir_Z_L,headDir_X_R,headDir_Y_R,headDir_Z_R,headDir_X_mid,headDir_Y_mid,headDir_Z_mid,Rot_headDir_X_mid,Rot_headDir_Y_mid,Rot_headDir_Z_mid,roi_idx_h,roi_name_h,roi_X,roi_Y,intersect_x_h,intersect_y_h,intersect_z_h
46039.0000,3.0000,49.0000,53.0000,-0.6000,-12.7000,-0.9000,1495.0000,-418.0000,857.0000,1491.0000,-449.0000,858.0000,0.0000,-8.9000,-1.9000,1490.0000,-387.0000,860.0000,0.0000,-8.9000,-1.9000,0.0000,-8.8871,-1.9052,0.9966,-0.0484,-0.0663,0.9966,-0.0484,-0.0663,0.9966,-0.0485,-0.0665,-0.0000,3.8140,-2.7851,3, /Windshield  Driver ,44,26,1074.4991,-397.5437,885.0661
46040.0000,3.0000,50.0000,53.0000,-0.6000,-12.8000,-0.9000,1494.0000,-418.0000,857.0000,1490.0000,-449.0000,858.0000,0.0000,-8.9000,-2.0000,1490.0000,-387.0000,859.0000,0.0000,-8.9000,-2.0000,0.0000,-8.8922,-1.9544,0.9964,-0.0501,-0.0680,0.9964,-0.0501,-0.0680,0.9965,-0.0493,-0.0682,-0.0000,3.9089,-2.8341,3, /Windshield  Driver ,44,25,1075.4449,-397.2799,885.6344
46041.0000,3.0000,50.0000,54.0000,-0.6000,-12.9000,-0.9000,1494.0000,-418.0000,857.0000,1490.0000,-449.0000,858.0000,0.0000,-8.9000,-2.0000,1490.0000,-387.0000,859.0000,0.0000,-8.9000,-2.0000,0.0000,-8.9016,-1.9742,0.9963,-0.0501,-0.0698,0.9963,-0.0501,-0.0698,0.9963,-0.0497,-0.0697,-0.0000,3.9995,-2.8536,3, /Windshield  Driver ,44,25,1076.4382,-397.1863,886.2312
46042.0000,3.0000,50.0000,54.0000,-0.6000,-13.0000,-0.8000,1494.0000,-418.0000,856.0000,1490.0000,-449.0000,858.0000,0.0000,-8.9000,-2.0000,1490.0000,-387.0000,859.0000,0.0000,-8.9000,-2.0000,0.0000,-8.9075,-1.9795,0.9963,-0.0484,-0.0715,0.9963,-0.0484,-0.0715,0.9963,-0.0480,-0.0714,-0.0000,4.0933,-2.7610,3, /Windshield  Driver ,44,25,1075.9709,-397.8399,885.9504
46043.0000,3.0000,50.0000,55.0000,-0.7000,-13.1000,-0.8000,1493.0000,-418.0000,856.0000,1490.0000,-449.0000,858.0000,0.0000,-9.0000,-2.0000,1489.0000,-387.0000,859.0000,0.0000,-9.0000,-2.0000,0.0000,-8.9507,-2.0336,0.9963,-0.0484,-0.0715,0.9963,-0.0484,-0.0715,0.9962,-0.0490,-0.0724,-0.0000,4.1501,-2.8148,3, /Windshield  Driver ,44,25,1076.4843,-397.5212,886.2589
46044.0000,3.0000,50.0000,55.0000,-0.7000,-13.2000,-0.6000,1493.0000,-418.0000,856.0000,1490.0000,-449.0000,858.0000,0.0000,-9.0000,-2.1000,1489.0000,-387.0000,859.0000,0.0000,-9.0000,-2.1000,0.0000,-9.0278,-2.1376,0.9962,-0.0467,-0.0732,0.9962,-0.0467,-0.0732,0.9962,-0.0474,-0.0728,-0.0000,4.1727,-2.7233,3, /Windshield  Driver ,44,25,1076.7263,-398.1994,886.4043
46045.0000,3.0000,50.0000,54.0000,-0.7000,-13.3000,-0.6000,1493.0000,-418.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.1000,-2.2000,1489.0000,-387.0000,859.0000,0.0000,-9.1000,-2.2000,0.0000,-9.0815,-2.2054,0.9961,-0.0485,-0.0732,0.9961,-0.0485,-0.0732,0.9961,-0.0486,-0.0736,-0.0000,4.2189,-2.7909,3, /Windshield  Driver ,44,25,1077.2298,-397.7317,886.7068
46046.0000,3.0000,49.0000,54.0000,-0.7000,-13.4000,-0.6000,1493.0000,-418.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.1000,-2.2000,1489.0000,-387.0000,859.0000,0.0000,-9.1000,-2.2000,0.0000,-9.0802,-2.1994,0.9960,-0.0485,-0.0750,0.9960,-0.0485,-0.0750,0.9960,-0.0484,-0.0753,-0.0000,4.3202,-2.7847,3, /Windshield  Driver ,44,25,1078.3235,-397.8299,887.3640
46047.0000,3.0000,47.0000,53.0000,-0.7000,-13.4000,-0.7000,1493.0000,-418.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.1000,-2.1000,1489.0000,-387.0000,859.0000,0.0000,-9.1000,-2.1000,0.0000,-9.0514,-2.1313,0.9960,-0.0484,-0.0750,0.9960,-0.0484,-0.0750,0.9959,-0.0490,-0.0758,-0.0000,4.3493,-2.8142,3, /Windshield  Driver ,44,25,1078.6374,-397.6314,887.5526
46048.0000,3.0000,46.0000,52.0000,-0.7000,-13.4000,-0.7000,1493.0000,-418.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.0000,-2.0000,1489.0000,-386.0000,859.0000,0.0000,-9.0000,-2.0000,0.0000,-9.0372,-2.0153,0.9960,-0.0467,-0.0767,0.9960,-0.0467,-0.0767,0.9960,-0.0469,-0.0761,-0.0000,4.3634,-2.6982,3, /Windshield  Driver ,44,25,1078.7850,-398.4790,887.6413
46049.0000,3.0000,45.0000,51.0000,-0.7000,-13.4000,-0.7000,1493.0000,-417.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.0000,-1.9000,1489.0000,-386.0000,859.0000,0.0000,-9.0000,-1.9000,0.0000,-9.0337,-1.9022,0.9960,-0.0449,-0.0767,0.9960,-0.0449,-0.0767,0.9961,-0.0450,-0.0761,-0.0000,4.3669,-2.5851,3, /Windshield  Driver ,44,25,1078.8181,-398.2998,887.6612
46050.0000,3.0000,44.0000,51.0000,-0.8000,-13.3000,-0.7000,1493.0000,-417.0000,856.0000,1490.0000,-447.0000,858.0000,0.0000,-9.0000,-1.9000,1489.0000,-386.0000,859.0000,0.0000,-9.0000,-1.9000,0.0000,-9.0307,-1.8506,0.9962,-0.0449,-0.0750,0.9962,-0.0449,-0.0750,0.9962,-0.0441,-0.0745,-0.0000,4.2700,-2.5337,3, /Windshield  Driver ,44,25,1077.7723,-398.6262,887.0328
46051.0000,3.0000,44.0000,52.0000,-0.8000,-13.2000,-0.6000,1493.0000,-417.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.0000,-1.9000,1489.0000,-386.0000,859.0000,0.0000,-9.0000,-1.9000,0.0000,-9.0374,-1.8745,0.9964,-0.0433,-0.0732,0.9964,-0.0433,-0.0732,0.9964,-0.0428,-0.0726,-0.0000,4.1631,-2.4602,3, /Windshield  Driver ,44,25,1076.6122,-399.1101,886.3358
46052.0000,3.0000,44.0000,52.0000,-0.8000,-13.1000,-0.7000,1493.0000,-417.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-9.0000,-1.7000,1489.0000,-386.0000,859.0000,0.0000,-9.0000,-1.7000,0.0000,-8.9673,-1.7370,0.9966,-0.0415,-0.0715,0.9966,-0.0415,-0.0715,0.9965,-0.0421,-0.0721,-0.0000,4.1334,-2.4206,3, /Windshield  Driver ,44,25,1076.2883,-399.3848,886.1411
46053.0000,3.0000,44.0000,51.0000,-0.8000,-13.1000,-0.7000,1493.0000,-417.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-8.8000,-1.4000,1489.0000,-387.0000,859.0000,0.0000,-8.8000,-1.4000,0.0000,-8.8285,-1.3923,0.9965,-0.0363,-0.0750,0.9965,-0.0363,-0.0750,0.9966,-0.0361,-0.0745,-0.0000,4.2721,-2.0760,3, /Windshield  Driver ,44,25,1077.7805,-401.9485,887.0377
46054.0000,3.0000,44.0000,52.0000,-0.8000,-13.0000,-0.5000,1493.0000,-418.0000,856.0000,1490.0000,-448.0000,858.0000,0.0000,-8.7000,-0.9000,1489.0000,-387.0000,859.0000,0.0000,-8.7000,-0.9000,0.0000,-8.6850,-0.9348,0.9969,-0.0242,-0.0750,0.9969,-0.0242,-0.0750,0.9969,-0.0248,-0.0752,-0.0000,4.3154,-1.4233,3, /Windshield  Driver ,43,25,1078.2304,-407.6942,887.3081
46055.0000,3.0000,44.0000,52.0000,-0.8000,-13.0000,-0.2000,1493.0000,-418.0000,856.0000,1491.0000,-449.0000,858.0000,0.0000,-8.6000,-0.5000,1489.0000,-387.0000,859.0000,0.0000,-8.6000,-0.5000,0.0000,-8.5613,-0.5370,0.9970,-0.0121,-0.0767,0.9970,-0.0121,-0.0767,0.9969,-0.0127,-0.0774,-0.0000,4.4387,-0.7325,3, /Windshield  Driver ,43,25,1079.5440,-412.7141,888.0974
46056.0000,3.0000,44.0000,52.0000,-0.9000,-13.0000,0.2000,1493.0000,-418.0000,856.0000,1491.0000,-449.0000,858.0000,0.0000,-8.5000,-0.2000,1489.0000,-387.0000,859.0000,0.0000,-8.5000,-0.2000,0.0000,-8.4557,-0.2389,0.9969,-0.0001,-0.0785,0.9969,-0.0001,-0.0785,0.9969,-0.0008,-0.0792,-0.0000,4.5444,-0.0435,3, /Windshield  Driver ,42,25,1080.6675,-417.6872,888.7725
46057.0000,3.0000,44.0000,52.0000,-1.0000,-13.0000,0.6000,1493.0000,-419.0000,856.0000,1491.0000,-449.0000,858.0000,0.0000,-8.4000,-0.1000,1489.0000,-388.0000,859.0000,0.0000,-8.4000,-0.1000,0.0000,-8.3626,-0.0595,0.9967,0.0085,-0.0802,0.9967,0.0085,-0.0802,0.9967,0.0092,-0.0809,0.0000,4.6378,0.5271,3, /Windshield  Driver ,41,24,1081.6623,-422.7840,889.3702
46058.0000,3.0000,44.0000,52.0000,-1.0000,-12.9000,0.9000,1493.0000,-419.0000,856.0000,1491.0000,-450.0000,858.0000,0.0000,-8.4000,0.0000,1488.0000,-388.0000,859.0000,0.0000,-8.4000,0.0000,0.0000,-8.3554,-0.0137,0.9968,0.0153,-0.0785,0.9968,0.0153,-0.0785,0.9967,0.0151,-0.0793,0.0000,4.5456,0.8664,3, /Windshield  Driver ,41,25,1080.6864,-425.2350,888.7838
46059.0000,3.0000,44.0000,53.0000,-1.1000,-12.8000,1.3000,1494.0000,-420.0000,856.0000,1492.0000,-450.0000,858.0000,0.0000,-8.4000,0.0000,1488.0000,-389.0000,859.0000,0.0000,-8.4000,0.0000,0.0000,-8.4113,0.0217,0.9968,0.0221,-0.0768,0.9968,0.0221,-0.0768,0.9968,0.0225,-0.0766,0.0000,4.3908,1.2931,3, /Windshield  Driver ,41,25,1079.1521,-429.3645,887.8619
46060.0000,3.0000,44.0000,53.0000,-1.2000,-12.7000,1.7000,1494.0000,-420.0000,856.0000,1492.0000,-451.0000,858.0000,0.0000,-8.5000,0.0000,1488.0000,-389.0000,859.0000,0.0000,-8.5000,0.0000,0.0000,-8.4720,0.0109,0.9969,0.0289,-0.0733,0.9969,0.0289,-0.0733,0.9968,0.0291,-0.0738,0.0000,4.2316,1.6738,3, /Windshield  Driver ,40,25,1077.4419,-432.1727,886.8343
46061.0000,3.0000,44.0000,53.0000,-1.2000,-12.5000,2.2000,1494.0000,-421.0000,856.0000,1492.0000,-452.0000,858.0000,0.0000,-8.5000,0.0000,1488.0000,-390.0000,859.0000,0.0000,-8.5000,0.0000,0.0000,-8.5232,0.0427,0.9969,0.0375,-0.0699,0.9969,0.0375,-0.0699,0.9969,0.0382,-0.0695,0.0000,3.9830,2.1957,3, /Windshield  Driver ,40,26,1074.7442,-437.0747,885.2134
46062.0000,3.0000,44.0000,54.0000,-1.2000,-12.3000,2.9000,1494.0000,-422.0000,856.0000,1493.0000,-452.0000,858.0000,0.0000,-8.5000,0.1000,1488.0000,-391.0000,859.0000,0.0000,-8.5000,0.1000,0.0000,-8.5268,0.1440,0.9965,0.0512,-0.0665,0.9965,0.0512,-0.0665,0.9965,0.0519,-0.0660,0.0000,3.7839,2.9836,3, /Windshield  Driver ,39,26,1072.5744,-443.9647,883.9096
46063.0000,3.0000,44.0000,53.0000,-1.1000,-12.0000,3.6000,1494.0000,-423.0000,856.0000,1493.0000,-454.0000,858.0000,0.0000,-8.4000,0.8000,1487.0000,-393.0000,859.0000,0.0000,-8.4000,0.8000,0.0000,-8.3898,0.7677,0.9952,0.0753,-0.0631,0.9952,0.0753,-0.0631,0.9952,0.0748,-0.0632,0.0000,3.6264,4.2960,3, /Windshield  Driver ,38,26,1070.8800,-454.7845,882.8915
46064.0000,3.0000,44.0000,53.0000,-0.9000,-11.6000,4.4000,1494.0000,-424.0000,856.0000,1494.0000,-456.0000,858.0000,0.0000,-8.5000,1.6000,1487.0000,-393.0000,859.0000,0.0000,-8.5000,1.6000,0.0000,-8.5125,1.5909,0.9932,0.1029,-0.0545,0.9932,0.1029,-0.0545,0.9932,0.1028,-0.0543,0.0000,3.1120,5.9073,3, /Windshield  Driver ,36,27,1065.1378,-468.3736,879.4412
46065.0000,3.0000,44.0000,54.0000,-0.7000,-11.1000,5.1000,1495.0000,-426.0000,856.0000,1494.0000,-456.0000,858.0000,0.0000,-9.8000,3.4000,1487.0000,-397.0000,855.0000,0.0000,-9.8000,3.4000,0.0000,-9.8315,3.4109,0.9890,0.1461,-0.0233,0.9890,0.1461,-0.0233,0.9890,0.1463,-0.0228,0.0000,1.3066,8.4166,3, /Windshield  Driver ,34,31,1043.4519,-492.8123,866.4109
46066.0000,3.0000,44.0000,54.0000,-0.5000,-10.4000,6.1000,1495.0000,-428.0000,855.0000,1494.0000,-456.0000,858.0000,0.0000,-9.8000,3.4000,1487.0000,-397.0000,855.0000,0.0000,-9.8000,3.4000,0.0000,-9.8315,3.4109,0.9865,0.1633,-0.0114,0.9865,0.1633,-0.0114,0.9865,0.1635,-0.0109,0.0000,0.6230,9.4107,3, /Windshield  Driver ,32,33,1032.9375,-504.5826,860.0932
46067.0000,3.0000,44.0000,54.0000,-0.4000,-9.7000,7.4000,1495.0000,-430.0000,855.0000,1496.0000,-461.0000,856.0000,0.0000,-11.8000,5.9000,1487.0000,-397.0000,855.0000,0.0000,-11.8000,5.9000,0.0000,-11.7894,5.8634,0.9730,0.2282,0.0350,0.9730,0.2282,0.0350,0.9731,0.2276,0.0348,0.0000,-1.9933,13.1614,3, /Windshield  Driver ,28,39,994.7010,-546.9889,837.1183
46068.0000,3.0000,50.0000,50.0000,-0.4000,-9.2000,8.9000,1494.0000,-431.0000,854.0000,1498.0000,-467.0000,857.0000,0.0000,-15.9000,15.1000,1488.0000,-404.0000,857.0000,0.0000,-15.9000,15.1000,0.0000,-15.8840,15.1341,0.9081,0.4032,0.1134,0.9081,0.4032,0.1134,0.9078,0.4037,0.1131,0.0000,-6.4964,23.9759,3, /Windshield  Driver ,11,56,899.4895,-695.3939,779.9092
46069.0000,3.0000,50.0000,50.0000,-0.3000,-8.7000,10.4000,1494.0000,-433.0000,854.0000,1499.0000,-468.0000,857.0000,0.0000,-16.3000,23.1000,1487.0000,-409.0000,857.0000,0.0000,-16.3000,23.1000,0.0000,-16.3438,23.0879,0.8274,0.5469,0.1277,0.8274,0.5469,0.1277,0.8274,0.5467,0.1284,0.0000,-7.3797,33.4537,15, /Offroad  Driver  Exterior ,3,67,938.5488,-800.0000,767.7753
46070.0000,3.0000,50.0000,50.0000,-0.3000,-8.5000,11.6000,1494.0000,-435.0000,853.0000,1500.0000,-470.0000,857.0000,0.0000,-16.4000,29.3000,1486.0000,-411.0000,857.0000,0.0000,-16.4000,29.3000,0.0000,-16.3627,29.2508,0.7496,0.6487,0.1317,0.7496,0.6487,0.1317,0.7502,0.6481,0.1311,0.0000,-7.5337,40.8229,15, /Offroad  Driver  Exterior ,8,61,1071.4847,-800.0000,779.1594
46071.0000,3.0000,50.0000,50.0000,-0.4000,-8.5000,12.7000,1494.0000,-437.0000,853.0000,1501.0000,-471.0000,856.0000,0.0000,-16.0000,36.0000,1486.0000,-412.0000,857.0000,0.0000,-16.0000,36.0000,0.0000,-15.9645,35.9859,0.6555,0.7450,0.1239,0.6555,0.7450,0.1239,0.6557,0.7449,0.1233,0.0000,-7.0801,48.6422,15, /Offroad  Driver  Exterior ,11,57,1174.4472,-800.0000,792.9332
46072.0000,3.0000,50.0000,50.0000,-0.4000,-8.3000,13.6000,1494.0000,-439.0000,853.0000,1502.0000,-473.0000,857.0000,0.0000,-15.6000,39.6000,1486.0000,-414.0000,857.0000,0.0000,-15.6000,39.6000,0.0000,-15.6231,39.5614,0.5954,0.7945,0.1196,0.5954,0.7945,0.1196,0.5959,0.7941,0.1200,0.0000,-6.8917,53.1160,7, /Driver  Mirror ,29,1,1021.1334,-1069.1667,757.7751
46073.0000,3.0000,50.0000,50.0000,-0.5000,-8.3000,14.3000,1493.0000,-440.0000,853.0000,1503.0000,-474.0000,857.0000,0.0000,-15.3000,41.7000,1486.0000,-415.0000,857.0000,0.0000,-15.3000,41.7000,0.0000,-15.2617,41.6787,0.5564,0.8231,0.1138,0.5564,0.8231,0.1138,0.5568,0.8229,0.1131,0.0000,-6.4961,55.9191,15, /Offroad  Driver  Exterior ,13,53,1249.4365,-800.0000,803.5075
46074.0000,3.0000,50.0000,50.0000,-0.7000,-8.3000,15.0000,1493.0000,-441.0000,852.0000,1503.0000,-474.0000,856.0000,0.0000,-14.9000,43.1000,1486.0000,-416.0000,856.0000,0.0000,-14.9000,43.1000,0.0000,-14.9491,43.1010,0.5265,0.8435,0.1063,0.5265,0.8435,0.1063,0.5265,0.8434,0.1071,0.0000,-6.1476,58.0281,15, /Offroad  Driver  Exterior ,14,52,1268.9165,-800.0000,806.4178
46075.0000,3.0000,50.0000,50.0000,-0.9000,-8.3000,15.3000,1493.0000,-442.0000,852.0000,1503.0000,-475.0000,857.0000,0.0000,-14.7000,43.8000,1486.0000,-417.0000,856.0000,0.0000,-14.7000,43.8000,0.0000,-14.7025,43.8367,0.5121,0.8528,0.1026,0.5121,0.8528,0.1026,0.5115,0.8531,0.1026,0.0000,-5.8895,59.0549,15, /Offroad  Driver  Exterior ,14,52,1278.3581,-800.0000,808.9415
46076.0000,3.0000,50.0000,50.0000,-1.0000,-8.2000,15.6000,1494.0000,-443.0000,853.0000,1504.0000,-476.0000,857.0000,0.0000,-14.5000,44.1000,1486.0000,-418.0000,856.0000,0.0000,-14.5000,44.1000,0.0000,-14.5303,44.1014,0.5032,0.8583,0.1006,0.5032,0.8583,0.1006,0.5031,0.8583,0.1011,0.0000,-5.8032,59.6195,15, /Offroad  Driver  Exterior ,14,51,1284.7125,-800.0000,810.9417
46077.0000,3.0000,50.0000,50.0000,-1.2000,-8.1000,15.9000,1494.0000,-443.0000,852.0000,1504.0000,-476.0000,857.0000,0.0000,-14.4000,44.2000,1486.0000,-418.0000,856.0000,0.0000,-14.4000,44.2000,0.0000,-14.3884,44.1532,0.4972,0.8618,0.1003,0.4972,0.8618,0.1003,0.4979,0.8614,0.1001,0.0000,-5.7462,59.9720,15, /Offroad  Driver  Exterior ,14,51,1287.6534,-800.0000,810.5069
46078.0000,3.0000,50.0000,50.0000,-1.3000,-8.1000,16.1000,1494.0000,-443.0000,852.0000,1505.0000,-476.0000,856.0000,0.0000,-14.3000,44.2000,1486.0000,-418.0000,856.0000,0.0000,-14.3000,44.2000,0.0000,-14.2823,44.2338,0.4943,0.8637,0.0984,0.4943,0.8637,0.0984,0.4938,0.8640,0.0981,0.0000,-5.6306,60.2482,15, /Offroad  Driver  Exterior ,14,51,1289.9426,-800.0000,811.4596
46079.0000,3.0000,50.0000,50.0000,-1.3000,-7.9000,16.1000,1494.0000,-443.0000,852.0000,1506.0000,-477.0000,857.0000,0.0000,-14.2000,44.3000,1486.0000,-419.0000,856.0000,0.0000,-14.2000,44.3000,0.0000,-14.2431,44.2668,0.4926,0.8645,0.1002,0.4926,0.8645,0.1002,0.4930,0.8641,0.1009,0.0000,-5.7924,60.2940,15, /Offroad  Driver  Exterior ,15,51,1290.3209,-800.0000,810.3057
46080.0000,3.0000,50.0000,50.0000,-1.2000,-7.7000,15.8000,1495.0000,-444.0000,852.0000,1507.0000,-477.0000,857.0000,0.0000,-14.1000,44.2000,1486.0000,-419.0000,856.0000,0.0000,-14.1000,44.2000,0.0000,-14.1418,44.2443,0.4983,0.8609,0.1023,0.4983,0.8609,0.1023,0.4976,0.8613,0.1030,0.0000,-5.9146,59.9841,15, /Offroad  Driver  Exterior ,15,51,1289.3314,-800.0000,809.4069
46081.0000,3.0000,50.0000,50.0000,-1.2000,-7.5000,15.7000,1495.0000,-444.0000,852.0000,1506.0000,-477.0000,857.0000,0.0000,-13.9000,44.2000,1486.0000,-420.0000,856.0000,0.0000,-13.9000,44.2000,0.0000,-13.9078,44.1797,0.4997,0.8601,0.1026,0.4997,0.8601,0.1026,0.5000,0.8599,0.1027,0.0000,-5.8955,59.8268,15, /Offroad  Driver  Exterior ,15,51,1288.0260,-800.0000,809.4781
46082.0000,3.0000,50.0000,50.0000,-1.1000,-7.4000,15.6000,1496.0000,-444.0000,852.0000,1506.0000,-477.0000,857.0000,0.0000,-13.6000,44.1000,1487.0000,-420.0000,856.0000,0.0000,-13.6000,44.1000,0.0000,-13.6282,44.0584,0.5028,0.8586,0.0994,0.5028,0.8586,0.0994,0.5034,0.8582,0.0999,0.0000,-5.7324,59.6049,15, /Offroad  Driver  Exterior ,14,51,1287.1769,-800.0000,810.5690
46083.0000,3.0000,50.0000,50.0000,-1.0000,-7.2000,15.3000,1497.0000,-444.0000,852.0000,1507.0000,-477.0000,857.0000,0.0000,-13.4000,44.0000,1487.0000,-420.0000,856.0000,0.0000,-13.4000,44.0000,0.0000,-13.4434,44.0272,0.5087,0.8552,0.0999,0.5087,0.8552,0.0999,0.5082,0.8553,0.1006,0.0000,-5.7724,59.2828,15, /Offroad  Driver  Exterior ,14,51,1285.4785,-800.0000,810.1391
46084.0000,3.0000,50.0000,50.0000,-0.9000,-7.1000,15.2000,1497.0000,-444.0000,853.0000,1507.0000,-478.0000,857.0000,0.0000,-13.4000,44.0000,1487.0000,-420.0000,856.0000,0.0000,-13.4000,44.0000,0.0000,-13.3696,44.0089,0.5100,0.8542,0.1017,0.5100,0.8542,0.1017,0.5099,0.8543,0.1012,0.0000,-5.8071,59.1693,15, /Offroad  Driver  Exterior ,14,51,1284.5225,-800.0000,810.8357
46085.0000,3.0000,50.0000,50.0000,-1.0000,-7.2000,15.0000,1497.0000,-444.0000,853.0000,1507.0000,-477.0000,857.0000,0.0000,-13.3000,44.0000,1487.0000,-420.0000,856.0000,0.0000,-13.3000,44.0000,0.0000,-13.3333,44.0201,0.5132,0.8526,0.0985,0.5132,0.8526,0.0985,0.5129,0.8527,0.0990,0.0000,-5.6842,58.9743,15, /Offroad  Driver  Exterior ,14,51,1282.8762,-800.0000,811.6499
46086.0000,7.0000,93.0000,37.0000,-0.9000,-7.3000,14.5000,1497.0000,-444.0000,853.0000,1507.0000,-477.0000,857.0000,0.0000,-13.3000,44.0000,1488.0000,-419.0000,856.0000,0.0000,-13.3000,44.0000,0.0000,-13.3281,43.9850,0.5208,0.8481,0.0973,0.5208,0.8481,0.0973,0.5210,0.8480,0.0977,0.0000,-5.6087,58.4356,15, /Offroad  Driver  Exterior ,14,52,1278.2922,-800.0000,811.9691
46087.0000,7.0000,93.0000,37.0000,-0.8000,-7.5000,14.0000,1497.0000,-443.0000,853.0000,1507.0000,-477.0000,857.0000,0.0000,-13.4000,43.9000,1488.0000,-419.0000,857.0000,0.0000,-13.4000,43.9000,0.0000,-13.4274,43.9073,0.5298,0.8427,0.0960,0.5298,0.8427,0.0960,0.5296,0.8427,0.0964,0.0000,-5.5336,57.8514,15, /Offroad  Driver  Exterior ,14,52,1272.6323,-800.0000,812.1498
46088.0000,7.0000,93.0000,37.0000,-0.7000,-7.6000,13.7000,1498.0000,-442.0000,853.0000,1507.0000,-476.0000,857.0000,0.0000,-13.7000,44.0000,1489.0000,-418.0000,856.0000,0.0000,-13.7000,44.0000,0.0000,-13.6789,44.0182,0.5325,0.8406,0.0996,0.5325,0.8406,0.0996,0.5322,0.8408,0.0992,0.0000,-5.6948,57.6642,15, /Offroad  Driver  Exterior ,14,52,1271.3684,-800.0000,810.7475
46089.0000,7.0000,93.0000,37.0000,-0.6000,-7.5000,13.0000,1499.0000,-441.0000,853.0000,1506.0000,-475.0000,857.0000,0.0000,-14.1000,44.3000,1490.0000,-416.0000,857.0000,0.0000,-14.1000,44.3000,0.0000,-14.0802,44.3138,0.5375,0.8362,0.1087,0.5375,0.8362,0.1087,0.5374,0.8363,0.1084,0.0000,-6.2238,57.2784,15, /Offroad  Driver  Exterior ,14,52,1268.3349,-800.0000,806.4641
46090.0000,7.0000,93.0000,37.0000,-0.5000,-7.6000,12.3000,1500.0000,-440.0000,854.0000,1506.0000,-473.0000,857.0000,0.0000,-14.4000,43.6000,1490.0000,-414.0000,857.0000,0.0000,-14.4000,43.6000,0.0000,-14.4346,43.5833,0.5575,0.8225,0.1127,0.5575,0.8225,0.1127,0.5577,0.8223,0.1133,0.0000,-6.5074,55.8539,15, /Offroad  Driver  Exterior ,14,53,1255.8388,-800.0000,804.3822
46091.0000,7.0000,50.0000,50.0000,-0.5000,-7.8000,11.5000,1501.0000,-439.0000,854.0000,1506.0000,-473.0000,857.0000,0.0000,-14.4000,43.6000,1490.0000,-414.0000,857.0000,0.0000,-14.4000,43.6000,0.0000,-14.4346,43.5833,0.5692,0.8148,0.1100,0.5692,0.8148,0.1100,0.5694,0.8146,0.1106,0.0000,-6.3487,55.0467,15, /Offroad  Driver  Exterior ,13,53,1248.6636,-800.0000,804.9950
46092.0000,7.0000,93.0000,37.0000,-0.6000,-8.1000,10.4000,1501.0000,-438.0000,854.0000,1506.0000,-473.0000,857.0000,0.0000,-14.4000,43.6000,1490.0000,-414.0000,857.0000,0.0000,-14.4000,43.6000,0.0000,-14.4346,43.5833,0.5851,0.8040,0.1057,0.5851,0.8040,0.1057,0.5853,0.8038,0.1063,0.0000,-6.1009,53.9377,15, /Offroad  Driver  Exterior ,13,53,1237.3899,-800.0000,806.1354
46094.0000,7.0000,50.0000,50.0000,-0.6000,-8.3000,8.8000,1500.0000,-434.0000,855.0000,1503.0000,-463.0000,859.0000,0.0000,-16.8000,26.3000,1490.0000,-401.0000,858.0000,0.0000,-16.8000,26.3000,0.0000,-16.7775,26.3184,0.8096,0.5690,0.1444,0.8096,0.5690,0.1444,0.8094,0.5693,0.1441,0.0000,-8.2827,35.1180,15, /Offroad  Driver  Exterior ,5,66,979.5830,-800.0000,762.3796
46095.0000,7.0000,50.0000,50.0000,-0.8000,-8.7000,8.1000,1500.0000,-432.0000,855.0000,1502.0000,-462.0000,859.0000,0.0000,-15.4000,22.7000,1491.0000,-401.0000,859.0000,0.0000,-15.4000,22.7000,0.0000,-15.4064,22.7036,0.8537,0.5081,0.1141,0.8537,0.5081,0.1141,0.8537,0.5081,0.1142,0.0000,-6.5553,30.7628,3, /Windshield  Driver ,0,58,888.3252,-796.0933,773.2009
