f_frame_counter_left_camera,MRA2_ORG_CAN_S_Gaze_ROI,MRA2_ORG_MS_S_Gaze_ROI_X_Raw,MRA2_ORG_MS_S_Gaze_ROI_Y_Raw,MRA2_TARGET_NAME,MRA2_CALC_roi_idx_h,MRA2_CALC_roi_name_h,MRA2_CALC_roi_X,MRA2_CALC_roi_Y,CVT_CALC_roi_idx_h,CVT_CALC_roi_name_h,CVT_CALC_roi_X,CVT_CALC_roi_Y
46182.0000,3.0000,42.0000,49.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,24.0000,1.0000,   /Display    Driver   ,39,1
46183.0000,3.0000,43.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,24.0000,1.0000,   /Display    Driver   ,40,0
46184.0000,3.0000,43.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,23.0000,13.0000,   /Offroad    Front    Interior   ,23,2
46185.0000,3.0000,43.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,24.0000,13.0000,   /Offroad    Front    Interior   ,23,2
46186.0000,3.0000,43.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,23.0000,13.0000,   /Offroad    Front    Interior   ,25,2
46187.0000,3.0000,43.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,49.0000,24.0000,13.0000,   /Offroad    Front    Interior   ,28,2
46188.0000,3.0000,43.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,53.0000,29.0000,13.0000,   /Offroad    Front    Interior   ,32,0
46189.0000,3.0000,44.0000,46.0000, Windshield  Driver ,,,,,13.0000,   /Offroad    Front    Interior   ,37,2
46190.0000,3.0000,44.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,68.0000,45.0000,13.0000,   /Offroad    Front    Interior   ,47,1
46191.0000,3.0000,44.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,75.0000,39.0000,13.0000,   /Offroad    Front    Interior   ,57,2
46192.0000,3.0000,44.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,83.0000,33.0000,13.0000,   /Offroad    Front    Interior   ,69,2
46193.0000,3.0000,43.0000,46.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,95.0000,29.0000,13.0000,   /Offroad    Front    Interior   ,80,3
46194.0000,3.0000,50.0000,50.0000, Windshield  Driver ,5.0000,   /Windshield    Passenger   ,15.0000,28.0000,13.0000,   /Offroad    Front    Interior   ,92,4
46195.0000,3.0000,50.0000,50.0000, Windshield  Driver ,5.0000,   /Windshield    Passenger   ,39.0000,28.0000,17.0000,   /Offroad    Passenger    Exterior   ,4,82
46196.0000,3.0000,50.0000,50.0000, Windshield  Driver ,5.0000,   /Windshield    Passenger   ,69.0000,31.0000,8.0000,   /Passenger    Mirror   ,7,45
46197.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,2.0000,61.0000,8.0000,   /Passenger    Mirror   ,51,41
46198.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,5.0000,59.0000,8.0000,   /Passenger    Mirror   ,96,35
46199.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,8.0000,57.0000,17.0000,   /Offroad    Passenger    Exterior   ,13,63
46200.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,10.0000,56.0000,17.0000,   /Offroad    Passenger    Exterior   ,14,60
46201.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,12.0000,56.0000,17.0000,   /Offroad    Passenger    Exterior   ,16,59
46202.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,14.0000,55.0000,17.0000,   /Offroad    Passenger    Exterior   ,17,57
46203.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,16.0000,55.0000,17.0000,   /Offroad    Passenger    Exterior   ,18,56
46204.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,17.0000,54.0000,17.0000,   /Offroad    Passenger    Exterior   ,17,55
46205.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,17.0000,54.0000,17.0000,   /Offroad    Passenger    Exterior   ,18,55
46206.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,18.0000,53.0000,17.0000,   /Offroad    Passenger    Exterior   ,18,54
46207.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,18.0000,52.0000,17.0000,   /Offroad    Passenger    Exterior   ,18,54
46208.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,18.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,19,53
46209.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,19.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,53
46210.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,19.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,19,53
46211.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,19.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,53
46212.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,19,53
46213.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,54
46214.0000,3.0000,50.0000,50.0000, Windshield  Driver ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,51.0000,17.0000,   /Offroad    Passenger    Exterior   ,19,54
46215.0000,5.0000,50.0000,50.0000, Windshield  Passenger ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,52.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,55
46216.0000,5.0000,50.0000,50.0000, Windshield  Passenger ,17.0000,   /Offroad    Passenger    Exterior   ,21.0000,52.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,55
46217.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,53.0000,17.0000,   /Offroad    Passenger    Exterior   ,21,56
46218.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,20.0000,53.0000,17.0000,   /Offroad    Passenger    Exterior   ,21,57
46219.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,19.0000,54.0000,17.0000,   /Offroad    Passenger    Exterior   ,20,58
46220.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,18.0000,56.0000,17.0000,   /Offroad    Passenger    Exterior   ,16,63
46221.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,17.0000,57.0000,8.0000,   /Passenger    Mirror   ,60,60
46222.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,16.0000,58.0000,8.0000,   /Passenger    Mirror   ,1,59
46223.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,,,,,13.0000,   /Offroad    Front    Interior   ,97,3
46224.0000,8.0000,3.0000,32.0000, Passenger  Mirror ,,,,,5.0000,   /Windshield    Passenger   ,55,93
46225.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,8.0000,   /Passenger    Mirror   ,41.0000,43.0000,13.0000,   /Offroad    Front    Interior   ,69,3
46226.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,17.0000,   /Offroad    Passenger    Exterior   ,2.0000,80.0000,13.0000,   /Offroad    Front    Interior   ,56,6
46227.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,5.0000,   /Windshield    Passenger   ,30.0000,69.0000,1.0000,   /Display    Driver   ,99,15
46228.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,86.0000,51.0000,1.0000,   /Display    Driver   ,82,12
46229.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,70.0000,40.0000,1.0000,   /Display    Driver   ,65,12
46230.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,62.0000,36.0000,1.0000,   /Display    Driver   ,56,13
46231.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,57.0000,33.0000,1.0000,   /Display    Driver   ,47,10
46232.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,55.0000,31.0000,1.0000,   /Display    Driver   ,43,9
46233.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,53.0000,31.0000,1.0000,   /Display    Driver   ,38,10
46234.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,51.0000,30.0000,1.0000,   /Display    Driver   ,34,10
46235.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,50.0000,31.0000,1.0000,   /Display    Driver   ,34,7
46236.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,49.0000,31.0000,1.0000,   /Display    Driver   ,32,9
46237.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,1.0000,   /Display    Driver   ,30,7
46238.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,1.0000,   /Display    Driver   ,28,7
46239.0000,8.0000,50.0000,50.0000, Passenger  Mirror ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,1.0000,   /Display    Driver   ,27,7
46240.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,31.0000,1.0000,   /Display    Driver   ,25,6
46241.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,1.0000,   /Display    Driver   ,23,5
46242.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,1.0000,   /Display    Driver   ,21,5
46243.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,32.0000,1.0000,   /Display    Driver   ,20,5
46244.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,32.0000,1.0000,   /Display    Driver   ,20,3
46245.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,31.0000,1.0000,   /Display    Driver   ,21,2
46246.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,16,2
46247.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,16,1
46248.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46249.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46250.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46251.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,13.0000,   /Offroad    Front    Interior   ,15,0
46252.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46253.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46254.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,31.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46255.0000,3.0000,73.0000,70.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46256.0000,3.0000,59.0000,58.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,32.0000,1.0000,   /Display    Driver   ,19,0
46257.0000,3.0000,52.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,32.0000,1.0000,   /Display    Driver   ,20,0
46258.0000,3.0000,49.0000,50.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46259.0000,3.0000,47.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,32.0000,13.0000,   /Offroad    Front    Interior   ,16,2
46260.0000,3.0000,45.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,33.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46261.0000,3.0000,44.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,33.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46262.0000,3.0000,44.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,33.0000,13.0000,   /Offroad    Front    Interior   ,15,2
46263.0000,3.0000,43.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46264.0000,3.0000,43.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46265.0000,3.0000,43.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46266.0000,3.0000,43.0000,47.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,15,1
46267.0000,3.0000,43.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,15,0
46268.0000,3.0000,42.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,14,0
46269.0000,3.0000,42.0000,48.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,14,0
46270.0000,3.0000,42.0000,49.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,13,0
46271.0000,3.0000,42.0000,50.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,13,0
46272.0000,3.0000,43.0000,50.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,12,0
46273.0000,3.0000,43.0000,51.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,35.0000,13.0000,   /Offroad    Front    Interior   ,12,1
46274.0000,3.0000,44.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,35.0000,13.0000,   /Offroad    Front    Interior   ,12,1
46275.0000,3.0000,44.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,35.0000,13.0000,   /Offroad    Front    Interior   ,12,1
46276.0000,3.0000,45.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,36.0000,13.0000,   /Offroad    Front    Interior   ,12,1
46277.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,36.0000,13.0000,   /Offroad    Front    Interior   ,12,2
46278.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,36.0000,13.0000,   /Offroad    Front    Interior   ,12,2
46279.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,36.0000,1.0000,   /Display    Driver   ,12,0
46280.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,12,0
46281.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,14,0
46282.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,13,1
46283.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,14,3
46284.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,14,5
46285.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,38.0000,1.0000,   /Display    Driver   ,14,5
46286.0000,3.0000,45.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,44.0000,39.0000,1.0000,   /Display    Driver   ,13,6
46287.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,39.0000,1.0000,   /Display    Driver   ,15,7
46288.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,39.0000,1.0000,   /Display    Driver   ,18,8
46289.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,39.0000,1.0000,   /Display    Driver   ,20,7
46290.0000,3.0000,45.0000,56.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,39.0000,1.0000,   /Display    Driver   ,21,11
46291.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,38.0000,1.0000,   /Display    Driver   ,23,11
46292.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,49.0000,38.0000,1.0000,   /Display    Driver   ,23,9
46293.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,49.0000,38.0000,1.0000,   /Display    Driver   ,25,10
46294.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,49.0000,38.0000,1.0000,   /Display    Driver   ,24,9
46295.0000,3.0000,45.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,25,8
46296.0000,3.0000,44.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,24,8
46297.0000,3.0000,43.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,25,10
46298.0000,3.0000,43.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,25,5
46299.0000,3.0000,42.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,26,6
46300.0000,3.0000,42.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,26,3
46301.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,26,5
46302.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,37.0000,1.0000,   /Display    Driver   ,25,3
46303.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,51.0000,37.0000,1.0000,   /Display    Driver   ,26,2
46304.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,51.0000,37.0000,13.0000,   /Offroad    Front    Interior   ,18,2
46305.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,51.0000,37.0000,13.0000,   /Offroad    Front    Interior   ,18,2
46306.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,51.0000,37.0000,13.0000,   /Offroad    Front    Interior   ,18,2
46307.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,50.0000,36.0000,13.0000,   /Offroad    Front    Interior   ,17,2
46308.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,49.0000,36.0000,13.0000,   /Offroad    Front    Interior   ,16,3
46309.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,48.0000,36.0000,1.0000,   /Display    Driver   ,20,0
46310.0000,3.0000,41.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,47.0000,35.0000,1.0000,   /Display    Driver   ,18,0
46311.0000,3.0000,41.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,34.0000,13.0000,   /Offroad    Front    Interior   ,14,3
46312.0000,3.0000,41.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,0
46313.0000,3.0000,41.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,16,2
46314.0000,3.0000,41.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,14,6
46315.0000,3.0000,42.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,6
46316.0000,3.0000,44.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,5
46317.0000,3.0000,45.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,16,7
46318.0000,3.0000,46.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,9
46319.0000,3.0000,47.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,7
46320.0000,3.0000,47.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,15,9
46321.0000,3.0000,47.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,33.0000,1.0000,   /Display    Driver   ,16,10
46322.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,32.0000,1.0000,   /Display    Driver   ,15,11
46323.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,32.0000,1.0000,   /Display    Driver   ,15,13
46324.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,32.0000,1.0000,   /Display    Driver   ,16,12
46325.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,17,12
46326.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,17,11
46327.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,17,10
46328.0000,3.0000,48.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,17,9
46329.0000,3.0000,49.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,17,9
46330.0000,3.0000,49.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,16,9
46331.0000,3.0000,49.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,30.0000,1.0000,   /Display    Driver   ,16,6
46332.0000,3.0000,49.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,30.0000,1.0000,   /Display    Driver   ,15,8
46333.0000,3.0000,49.0000,55.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,30.0000,1.0000,   /Display    Driver   ,17,9
46334.0000,3.0000,48.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,30.0000,1.0000,   /Display    Driver   ,17,8
46335.0000,3.0000,47.0000,54.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,30.0000,1.0000,   /Display    Driver   ,17,7
46336.0000,3.0000,46.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,6
46337.0000,3.0000,45.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,8
46338.0000,3.0000,44.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,6
46339.0000,3.0000,44.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,8
46340.0000,3.0000,43.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,9
46341.0000,3.0000,43.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,29.0000,1.0000,   /Display    Driver   ,16,8
46342.0000,3.0000,43.0000,52.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,31.0000,1.0000,   /Display    Driver   ,18,4
46343.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,33.0000,1.0000,   /Display    Driver   ,16,5
46344.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,46.0000,36.0000,1.0000,   /Display    Driver   ,17,6
46345.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,44.0000,46.0000,1.0000,   /Display    Driver   ,18,6
46346.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,44.0000,45.0000,1.0000,   /Display    Driver   ,16,3
46347.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,44.0000,42.0000,1.0000,   /Display    Driver   ,16,3
46348.0000,3.0000,43.0000,53.0000, Windshield  Driver ,3.0000,   /Windshield    Driver   ,45.0000,37.0000,1.0000,   /Display    Driver   ,17,2
